DateTime;DietCode;OUT;PV;SP
1/26/2023 10:58:03 AM;BK32993M;34,81503677;7659,524414;7700
1/26/2023 11:13:03 AM;BK32993M;33,79569244;7828,862305;7700
1/26/2023 11:28:03 AM;BK32993M;34,58807755;7677,633789;7700
1/26/2023 11:43:03 AM;BK32993M;33,68522644;7870,881836;7700
1/26/2023 11:58:03 AM;BK32993M;34,61581802;7707,304199;7700
1/26/2023 12:13:03 PM;BK32993M;33,88941956;7872,1875;7700
1/26/2023 12:28:03 PM;BK32993M;35,1934967;7624,601563;7700
1/26/2023 12:43:03 PM;BK32993M;34,04493713;7842,527344;7700
1/26/2023 12:58:03 PM;BK32993M;35,25575256;7487,291016;7700
1/26/2023 1:13:03 PM;BK32993M;34,72618103;7740,125;7700
1/26/2023 1:28:03 PM;BK32993M;34,15885544;7857,755371;7700
1/26/2023 1:43:03 PM;BK32993M;35,02384567;7656,095703;7700
1/26/2023 1:58:03 PM;BK32993M;34,01790619;7859,066406;7700
1/26/2023 2:13:03 PM;BK32993M;34,64261246;7729,888672;7700
1/26/2023 2:28:03 PM;BK32993M;33,81312561;7862,733887;7700
1/26/2023 2:43:03 PM;BK32993M;34,73152542;7698,643555;7700
1/26/2023 2:58:03 PM;BK32993M;34,32867432;7785,283691;7700
1/26/2023 3:13:03 PM;BK32993M;34,79479218;7709,666504;7700
1/26/2023 3:28:03 PM;BK32993M;34,20645523;7827,023438;7700
1/26/2023 3:43:03 PM;BK32993M;34,94307709;7681,062012;7700
1/26/2023 3:58:03 PM;BK32993M;34,06306458;7865,893555;7700
1/26/2023 4:13:03 PM;BK32993M;35,07212067;7615,402344;7700
1/26/2023 4:28:03 PM;BK32993M;34,24735641;7786,330078;7700
1/26/2023 4:43:03 PM;BK32993M;34,8134613;7688,656738;7700
1/26/2023 4:58:03 PM;BK32993M;34,17655563;7726,998535;7700
1/26/2023 5:13:03 PM;BK32993M;34,65297318;7708,102051;7700
1/26/2023 5:28:03 PM;BK32993M;34,12415695;7818,626953;7700
1/26/2023 5:43:03 PM;BK32993M;34,66063309;7754,825195;7700
1/26/2023 5:58:03 PM;BK32993M;34,1320076;7812,068359;7700
1/26/2023 6:13:03 PM;BK32993M;35,08447266;7597,551758;7700
