Density;OUT;PV
344;53,1024437;7011,962891
344;52,8913765;6979,421387
344;52,44919586;7018,799805
344;52,4781456;7006,720703
344;52,51427841;6986,771973
344;52,48302841;7024,825195
344;52,16580963;7018,540039
344;52,43669128;7024,311035
344;52,7151947;7016,4375
344;52,39772797;6972,853516
344;52,24131775;6993,065918
344;52,54908371;7000,680664
344;52,44616318;7024,82959
344;52,56087494;7007,772461
344;52,95829773;6992,019531
344;53,53635025;7004,88623
344;53,7223053;7010,133789
344;53,99597168;6982,311523
344;54,80432892;6923,499023
344;55,12252808;6982,037109
344;54,92134476;7040,058594
344;54,87957001;7008,299805
344;54,68827057;7018,525391
344;54,20325851;7069,978516
344;54,72783279;7013,811523
344;54,55878448;7026,927734
344;54,48213577;7020,115234
344;54,63320923;6978,364258
344;54,45536041;7013,288086
344;54,16496277;7041,374512
344;54,53784943;6984,146484
344;53,60060883;7076,017578
344;54,32758331;6961,042969
344;54,67638397;6986,244141
344;53,58570099;6969,17627
344;54,35104752;6991,231934
360;54,17504501;7010,647461
360;54,42694473;6986,243652
360;54,38525772;6972,340332
360;54,16613007;6987,304688
360;54,3000412;6996,484375
360;53,72604752;6984,415039
360;53,68099976;7032,713379
360;53,60391617;6980,732422
360;53,33580399;7064,476563
360;53,60671997;6975,21582
360;53,38258362;7009,077148
360;53,32775116;6978,11084
360;53,42058563;6965,777344
360;53,19085693;7054,759277
360;53,33184433;6995,697266
360;53,35721588;7032,962402
360;53,53178406;6995,697266
360;53,47396088;7022,726563
360;53,51927185;7056,333984
360;53,30905151;7039,271484
360;52,68932724;7007,248047
360;53,29545975;7016,697266
360;53,26834869;6998,054688
360;53,47887421;6984,932617
360;53,57220459;6977,836914
360;53,60825729;7020,379395
360;53,58798599;7019,317383
360;53,44804764;7011,454102
360;53,12536621;7021,430664
360;53,12900543;6984,67334
360;53,10096741;7017,753906
360;53,24830627;6941,617188
360;53,00637436;7041,374512
360;52,80277634;7040,84082
360;43,80646896;7003,830078
360;43,37170029;6962,089844
376;43,62055206;6965,507813
376;43,44929504;7008,290039
376;43,24692535;7055,546875
376;43,18167496;6952,905273
376;42,95694733;7007,507324
376;43,04382324;6952,910156
376;43,02875519;6987,299805
376;42,85530472;6997,780273
376;42,48900604;7018,541016
376;42,22468567;7060,525391
376;42,73948669;7021,679688
376;42,79143906;6979,412109
376;42,76809311;7043,999023
376;42,33272171;6977,318359
376;42,36989212;7047,67334
376;42,66122818;6994,127441
376;42,64571381;6938,996582
376;42,58069229;6914,837891
376;42,30330658;7004,357422
376;42,17102814;7000,421875
376;42,03388977;6967,341797
376;42,31495667;6884,389648
376;42,008564;6976,805664
376;41,89972687;7016,437988
376;41,69841385;7058,696289
376;42,3804245;6977,578125
376;42,5130043;6971,806641
376;42,49139023;6997,789063
376;42,70667648;6987,290039
376;42,53190231;6957,893555
376;42,65791702;6970,496094
376;42,5439415;7027,191895
376;42,19761276;7028,238281
376;42,65340042;6967,083496
376;42,6854248;7000,152344
376;59,20180511;7797,931152
376;59,58374405;7753,305664
376;59,34226608;7784,276855
376;59,19900131;7842,302734
376;59,32670975;7763,017578
376;59,12492752;7845,1875
376;59,22047424;7833,103516
376;58,79824066;7874,320313
376;58,90153885;7837,30957
376;59,02345657;7808,435547
376;59,31242371;7757,248535
376;59,35372543;7732,564941
376;59,3331337;7778,25293
376;59,15917969;7790,067383
376;59,01107407;7814,730957
376;58,93103027;7791,363281
376;58,990345;7791,11377
376;58,86424255;7776,138672
376;59,03046036;7800,821289
376;59,07667923;7772,725586
376;58,52581406;7876,951172
376;59,09350586;7786,917969
376;59,11303329;7802,396484
376;58,90766144;7831,264648
376;58,70028305;7810,538574
376;58,6393013;7766,426758
376;58,35877228;7805,276367
376;58,98110962;7785,335938
376;53,4207077;7184,444336
376;53,48293686;7167,641602
376;53,97784424;7153,46875
376;53,55591202;7198,876953
376;53,75598526;7186,797363
376;54,05840302;7188,640625
376;53,90155411;7192,578125
376;53,92534256;7192,054688
376;53,90618515;7174,463867
376;54,00292587;7187,066895
376;54,09038162;7140,07373
376;53,92796326;7192,048828
376;53,73856735;7212,791016
376;53,58013535;7208,594727
376;53,58188248;7205,444824
376;53,60531998;7244,036133
376;53,71538162;7151,355469
376;53,65633774;7174,46875
376;53,60845947;7218,301758
376;54,12671661;7175,504883
376;53,94515991;7223,553711
376;54,29512405;7160,036621
376;54,01353836;7198,353027
376;54,24162674;7208,589355
376;54,34926224;7209,904297
376;54,30998611;7212,007324
376;53,84764481;7248,226563
376;53,85229111;7186,014648
376;64,99352264;8564,474609
376;66,1421814;8595,710938
376;66,81215668;8532,970703
376;66,36248779;8625,634766
376;66,68228912;8531,394531
376;66,50455475;8646,101563
376;66,54190063;8569,198242
376;66,52931976;8572,876953
376;66,04776764;8664,748047
376;65,92470551;8641,905273
376;66,10958099;8604,107422
376;66,13092804;8583,371094
376;65,94612122;8652,150391
376;67,76693726;8601,21875
376;66,40480804;8647,945313
376;66,30887604;8522,998047
376;65,95443726;8607,785156
376;66,25917816;8637,978516
376;66,15570068;8588,101563
376;66,33861542;8535,068359
376;66,48307037;8618,548828
376;67,02420807;8556,591797
376;66,62813568;8689,425781
376;66,89015961;8632,707031
376;67,21040344;8543,728516
376;67,13271332;8553,441406
376;67,26889801;8566,308594
376;66,77565765;8571,292969
376;66,57074738;8604,101563
376;66,95274353;8512,224609
376;66,91548157;8534,544922
376;66,66371918;8699,671875
376;66,78361511;8691,519531
376;66,87736511;8734,844727
376;67,15709686;8643,220703
376;67,72247314;8503,828125
376;67,67375946;8546,624023
376;67,53607941;8523,511719
376;67,29066467;8543,998047
376;66,28475952;8612,25
376;66,26690674;8518,797852
376;65,31809998;8630,084961
376;65,54504395;8548,717773
376;65,36441803;8630,099609
376;65,33161926;8641,915039
376;65,31619263;8618,8125
376;65,32228851;8639,289063
376;65,4651947;8580,22168
376;65,38526917;8629,048828
376;65,29534149;8608,3125
376;65,06797028;8627,733398
376;65,04525757;8609,633789
376;64,85499573;8645,06543
376;65,02923584;8553,705078
376;64,79788208;8610,675781
376;64,65387726;8620,646484
376;65,00238037;8607,255859
376;65,36726379;8548,716797
376;65,22742462;8563,946289
376;65,83169556;8553,699219
376;66,52935791;8568,141602
376;66,40084839;8583,376953
376;65,34742737;8601,485352
376;64,85385895;8591,773438
376;64,9488678;8581,796875
376;64,71968842;8595,978516
376;64,71993256;8620,916016
376;65,17716217;8598,076172
376;65,06002808;8632,725586
376;64,93675995;8607,779297
376;54,18789291;7964,892578
376;55,06330872;7951,237793
440;55,04542542;8013,459961
440;54,76504135;8072,003906
440;55,15334702;7973,283691
440;55,21930313;7992,450195
440;55,24227905;8038,13623
440;55,80345535;7965,938965
440;55,75125885;7958,060547
440;55,57352066;7959,639648
440;55,57762527;8014,765625
440;55,62426376;7967,249023
440;55,31784821;8039,184082
440;55,49293137;7973,024414
440;55,38339996;7994,044922
440;55,3024826;8021,333008
440;55,195961;8022,907227
440;55,22707748;7977,495117
440;55,38468552;8003,48291
440;55,41817474;8018,711426
440;55,60390854;7962,001953
440;55,6949234;7949,921875
440;55,19293976;8077,236328
440;55,5009346;7994,811523
440;39,50705338;6999,100586
440;39,59347916;6966,037109
440;39,24411011;7032,703125
440;39,09938431;7039,28125
440;39,62734604;6959,478516
440;39,78350449;7018,530762
440;40,01835251;6974,433594
440;39,63518906;7012,759766
