qm_spec_id;Line 1;Line 2;Line 3;Density_Target;Dry_Feed_Rate_PID.OUT;Dry_Feed_Rate_PID.SP
549;0;1;0;528;31;7000
549;0;1;0;528;31;7000
575;1;0;0;432;31;7000
595;0;1;0;456;31;8000
562;0;1;0;528;31;7000
562;0;1;0;528;31;7000
572;0;1;0;528;31;7000
58;0;1;0;528;31;7000
240;0;1;0;528;31;7000
213;0;1;0;528;31;7000
234;0;1;0;432;31;7000
214;0;1;0;432;31;7000
190;0;1;0;528;31;7000
191;0;1;0;528;31;7000
191;0;1;0;528;31;7000
195;0;1;0;528;31;7000
195;0;1;0;528;31;7000
192;0;1;0;528;31;7000
196;0;1;0;528;31;7000
196;0;1;0;528;31;7000
272;0;1;0;344;32;7000
272;0;1;0;344;32;7000
385;0;1;0;320;32;7000
295;0;1;0;456;32;7500
370;0;0;1;344;32;6500
409;1;0;0;456;32;7000
410;1;0;0;432;32;7200
474;0;1;0;344;32;7000
520;0;0;1;344;32;6500
596;0;0;1;344;32;6500
600;0;0;1;344;32;6500
54;0;1;0;432;32;8000
57;0;1;0;384;32;8800
0;0;0;1;344;32;7000
111;0;0;1;320;32;7000
273;0;1;0;344;32;7000
273;0;1;0;344;32;7000
398;0;1;0;344;32;7000
397;0;1;0;528;32;7900
463;0;1;0;400;32;7700
463;0;1;0;400;32;7700
348;0;0;1;344;32;7000
368;0;1;0;432;32;7500
409;1;0;0;456;32;8000
409;1;0;0;456;32;8000
490;0;1;0;528;32;8000
490;0;1;0;528;32;7900
518;0;1;0;344;32;7000
523;0;1;0;344;32;7000
29;0;1;0;400;32;7700
29;0;1;0;400;32;7700
178;0;1;0;400;32;7700
228;0;1;0;384;32;8800
0;0;0;1;344;32;7000
84;0;0;1;320;32;7000
84;0;0;1;320;32;7000
111;0;0;1;320;32;7000
356;1;0;0;528;33;6000
248;0;1;0;528;33;8500
248;0;1;0;528;33;8500
307;0;1;0;384;33;8000
332;0;1;0;528;33;8500
286;0;1;0;376;33;7800
286;0;1;0;376;33;7800
286;0;1;0;376;33;7800
301;0;1;0;344;33;7700
301;0;1;0;344;33;7700
460;0;1;0;344;33;7700
460;0;1;0;344;33;7700
460;0;1;0;344;33;7700
494;0;1;0;344;33;7700
494;0;1;0;344;33;7700
506;0;1;0;344;33;7700
576;0;1;0;384;33;8000
568;0;1;0;344;33;7700
448;1;0;0;496;34;6000
356;1;0;0;528;34;6000
266;0;1;0;456;34;7000
421;0;1;0;440;34;9000
421;0;1;0;440;34;9000
536;0;1;0;440;34;9000
536;0;1;0;440;34;9000
536;0;1;0;440;34;9000
537;0;1;0;440;34;9000
537;0;1;0;440;34;9000
538;0;1;0;440;34;9000
39;0;1;0;440;34;9000
53;0;1;0;432;34;8000
70;0;1;0;368;34;8000
434;0;1;0;528;34;8000
386;0;1;0;368;34;8000
267;0;0;1;344;34;7700
19;0;1;0;528;34;8000
41;0;0;1;344;34;7700
41;0;0;1;344;34;7700
41;0;0;1;344;34;7700
216;0;0;1;344;34;7700
216;0;0;1;344;34;7700
216;0;0;1;344;34;7700
216;0;0;1;344;34;7700
43;0;0;1;376;34;7700
165;0;0;1;376;34;7700
165;0;0;1;376;34;7700
166;0;0;1;376;34;7700
166;0;0;1;376;34;7700
166;0;0;1;376;34;7700
166;0;0;1;376;34;7700
166;0;0;1;376;34;7700
70;0;1;0;368;34;8000
458;0;1;0;384;35;7700
510;0;1;0;384;35;8800
525;1;0;0;528;35;6000
527;1;0;0;528;35;6000
527;1;0;0;528;35;6000
96;0;0;1;320;35;6500
96;0;0;1;320;35;6500
10;0;1;0;320;35;8000
10;0;0;1;320;35;8000
10;0;1;0;320;35;8000
132;1;0;0;456;35;7000
133;1;0;0;456;35;7000
134;1;0;0;456;35;7000
27;0;1;0;528;35;8000
37;1;0;0;528;35;6000
170;0;1;0;456;35;8000
170;0;1;0;456;35;8000
60;1;0;0;432;35;6500
154;1;0;0;432;35;6500
79;0;1;0;368;35;8000
89;0;1;0;400;35;8000
89;0;1;0;400;35;8000
464;0;1;0;400;35;8000
464;0;1;0;400;35;8000
265;0;1;0;384;35;8000
287;0;1;0;528;35;8000
242;0;0;1;432;35;7000
458;0;1;0;384;35;8000
482;0;1;0;384;35;8000
482;0;1;0;384;35;8000
482;0;1;0;384;35;8000
525;1;0;0;528;35;6000
529;0;1;0;384;35;8000
9;0;0;1;320;35;6500
9;0;0;1;320;35;6500
27;0;1;0;528;35;8000
60;1;0;0;432;35;6500
155;1;0;0;432;35;6500
320;0;1;0;456;36;9000
279;1;0;0;440;36;7000
294;0;1;0;528;36;8000
293;0;1;0;528;36;8000
323;0;1;0;528;36;8000
325;0;1;0;528;36;8000
376;1;0;0;440;36;7000
376;1;0;0;440;36;7000
545;1;0;0;496;36;6000
19;0;1;0;528;36;8000
19;0;1;0;528;36;8000
174;0;1;0;528;36;8000
174;0;1;0;528;36;8000
39;0;1;0;440;36;9000
171;0;1;0;440;36;9000
171;0;1;0;440;36;9000
185;0;1;0;416;36;7500
188;0;1;0;416;36;7500
141;1;0;0;496;36;6000
110;0;1;0;528;36;8000
110;0;1;0;528;36;8000
113;0;1;0;528;36;8000
113;0;1;0;528;36;8000
320;0;1;0;456;36;9000
440;0;1;0;528;36;8500
263;0;1;0;384;36;8800
477;0;1;0;456;36;9000
462;0;1;0;416;36;8800
462;0;1;0;416;36;8800
258;0;1;0;528;36;8000
371;0;1;0;456;36;8000
403;1;0;0;384;36;8800
403;0;1;0;384;36;8800
403;1;0;0;384;36;8800
415;0;1;0;456;36;8000
510;0;1;0;384;36;8800
510;0;1;0;384;36;8800
540;0;1;0;384;36;8800
546;0;1;0;456;36;9000
550;0;1;0;456;36;8000
577;0;1;0;528;36;8000
570;0;1;0;384;36;8800
39;0;1;0;440;36;9000
171;0;1;0;440;36;9000
171;0;1;0;440;36;9000
186;0;1;0;440;36;9000
237;0;1;0;456;36;9000
215;0;1;0;456;36;9000
215;0;1;0;456;36;9000
215;0;1;0;456;36;9000
59;0;1;0;528;36;8500
61;0;1;0;416;36;8800
451;0;1;0;456;37;9000
267;0;1;0;344;37;7700
473;1;0;0;376;37;7000
41;0;1;0;344;37;7700
41;0;1;0;344;37;7700
41;0;1;0;344;37;7700
41;0;1;0;344;37;7700
121;1;0;0;440;37;6000
46;0;1;0;440;37;8800
419;0;1;0;384;37;8800
315;0;1;0;456;37;9000
315;0;1;0;456;37;9000
465;0;1;0;456;37;9000
276;0;1;0;376;37;7500
417;0;1;0;440;37;8800
411;0;1;0;456;37;9000
411;0;1;0;456;37;9000
499;0;1;0;440;37;8800
499;0;1;0;440;37;8800
500;0;1;0;440;37;8800
514;0;1;0;384;37;8800
22;0;1;0;456;37;9000
22;0;1;0;456;37;9000
22;1;0;0;456;37;9000
67;0;1;0;456;37;9000
424;1;0;0;440;38;7000
377;1;0;0;528;38;6000
360;1;0;0;528;38;6000
481;1;0;0;528;38;6000
561;1;0;0;528;38;6000
561;1;0;0;528;38;6000
581;1;0;0;456;38;7000
18;0;1;0;528;38;9300
18;0;1;0;528;38;9300
18;0;1;0;528;38;9300
100;0;1;0;456;38;9000
100;0;1;0;456;38;9000
211;1;0;0;528;38;6000
235;1;0;0;528;38;6000
57;0;1;0;384;38;8800
59;0;1;0;528;38;8500
173;0;1;0;528;38;8500
173;0;1;0;528;38;8500
173;0;1;0;528;38;8500
63;0;1;0;432;38;8500
63;0;1;0;432;38;8500
114;0;0;1;344;38;7000
272;0;0;1;344;38;7000
377;1;0;0;528;38;6000
329;0;1;0;528;38;9300
246;0;0;1;344;38;7000
247;0;0;1;344;38;7000
257;0;0;1;384;38;7000
260;0;0;1;344;38;7000
368;0;1;0;432;38;8500
522;0;1;0;528;38;9300
474;0;0;1;344;38;7000
474;0;0;1;344;38;7000
474;0;0;1;344;38;7000
543;1;0;0;528;38;6000
61;0;1;0;416;38;8800
61;0;1;0;416;38;8800
169;0;1;0;416;38;8800
169;0;1;0;416;38;8800
63;0;1;0;432;38;8500
93;0;0;1;344;38;7000
326;0;1;0;456;39;9000
28;0;1;0;456;39;9000
28;0;1;0;456;39;9000
259;0;1;0;456;39;9000
33;0;1;0;528;39;9300
33;0;0;1;528;39;9300
33;0;1;0;528;39;9300
51;0;1;0;528;39;9300
145;0;1;0;432;39;9000
145;0;1;0;432;39;9000
67;0;1;0;456;39;9000
179;0;1;0;456;39;9000
179;0;1;0;456;39;9000
179;0;1;0;456;39;9000
230;0;0;1;344;39;6500
184;0;0;1;344;39;7000
184;0;0;1;344;39;7700
184;0;0;1;344;39;7700
184;0;0;1;344;39;7700
184;0;0;1;344;39;6500
184;0;0;1;344;39;6500
184;0;0;1;344;39;6500
236;0;0;1;344;39;6500
236;1;0;0;344;39;6500
224;0;0;1;344;39;6500
451;0;1;0;456;39;9000
278;0;0;1;344;39;6500
278;0;0;1;344;39;6500
278;0;0;1;344;39;6500
435;0;0;1;440;39;7000
435;0;0;1;440;39;7000
31;0;0;1;440;39;7000
271;1;0;0;376;40;8600
380;0;1;0;416;40;10000
350;1;0;0;456;40;7000
364;0;1;0;456;40;10000
533;1;0;0;416;40;8000
533;1;0;0;416;40;8000
573;0;1;0;416;40;10000
17;0;1;0;528;40;9300
17;0;1;0;528;40;9300
161;0;0;1;528;40;6500
101;0;0;1;456;40;7000
182;0;0;1;456;40;7000
136;0;0;1;344;40;6500
60;0;0;1;432;40;6500
175;0;1;0;456;40;8500
71;1;0;0;416;40;7000
71;1;0;0;416;40;7000
168;1;0;0;416;40;7000
168;1;0;0;416;40;7000
74;0;1;0;456;40;9500
116;0;0;1;344;40;6500
116;0;0;1;344;40;6500
146;0;0;1;344;40;7000
92;0;1;0;384;40;7700
92;0;1;0;384;40;7700
139;0;0;1;416;40;6500
147;0;0;1;344;40;7000
223;0;0;1;320;40;7000
317;0;1;0;456;40;10000
317;0;1;0;456;40;10000
471;1;0;0;432;40;6500
375;0;0;1;416;40;6500
319;0;1;0;456;40;10000
314;0;0;1;456;40;7000
381;1;0;0;456;40;7000
332;0;1;0;528;40;8500
406;0;1;0;456;40;10000
406;0;1;0;456;40;10000
426;1;0;0;432;40;6000
480;0;0;1;416;40;6500
524;0;0;1;416;40;6500
524;0;0;1;416;40;6500
479;1;0;0;432;40;6500
504;1;0;0;456;40;7000
555;1;0;0;456;40;7000
555;1;0;0;456;40;6000
580;1;0;0;432;40;6000
159;0;0;1;384;40;7000
160;0;0;1;384;40;7000
163;0;0;1;384;40;7000
31;0;0;1;440;40;6500
31;0;0;1;440;40;7000
95;0;0;1;456;40;7000
183;0;0;1;456;40;7000
102;0;0;1;456;40;7000
103;0;0;1;432;40;6000
103;1;0;0;432;40;6000
103;1;0;0;432;40;6000
125;1;0;0;528;40;7500
60;0;0;1;432;40;6500
60;1;0;0;432;40;6500
106;1;0;0;432;40;7500
108;1;0;0;432;40;7000
68;0;0;1;344;40;6000
150;0;0;1;344;40;6000
92;0;1;0;384;40;7700
139;0;0;1;416;40;6500
139;0;0;1;416;40;6500
139;0;0;1;416;40;6500
139;1;0;0;416;40;6500
36;0;1;0;376;41;8600
36;0;1;0;376;41;8600
143;0;1;0;376;41;8600
155;1;0;0;432;41;6500
271;0;1;0;376;41;8600
271;1;0;0;376;41;8600
271;0;1;0;376;41;8600
468;1;0;0;432;41;6500
298;0;1;0;456;42;10000
299;0;1;0;456;42;10000
344;1;0;0;432;42;7000
370;1;0;0;344;42;6500
327;0;1;0;456;42;10000
321;0;1;0;456;42;10000
322;0;1;0;456;42;10000
445;1;0;0;456;42;7500
426;0;0;1;432;42;6000
580;0;0;1;432;42;6000
596;1;0;0;344;42;6500
597;0;1;0;432;42;9300
26;0;1;0;456;42;10000
103;0;0;1;432;42;6000
105;0;1;0;456;42;10000
107;0;1;0;432;42;9300
107;0;1;0;432;42;9300
69;0;1;0;456;42;10500
316;0;1;0;456;42;10500
316;0;1;0;456;42;10500
452;0;1;0;456;42;10500
354;0;1;0;456;42;10000
361;0;1;0;456;42;10000
364;0;1;0;456;42;10000
364;0;1;0;456;42;10000
574;0;1;0;456;42;10500
26;0;1;0;456;42;10000
244;0;1;0;456;42;10000
244;0;1;0;456;42;10000
45;1;0;0;440;42;7000
402;0;0;1;320;43;6500
456;0;1;0;456;43;10000
416;0;0;1;344;43;5500
524;0;0;1;416;43;7000
535;0;1;0;456;43;10000
9;0;0;1;320;43;6500
72;0;1;0;456;43;10000
83;0;0;1;344;43;7000
83;0;0;1;344;43;7000
457;1;0;0;432;44;8000
329;1;0;0;528;44;9300
297;0;1;0;456;44;9000
331;0;1;0;456;44;9000
330;0;1;0;456;44;9000
399;0;0;1;376;44;7000
473;0;0;1;376;44;7000
62;0;1;0;416;44;10000
62;0;1;0;416;44;10000
219;0;1;0;416;44;10000
219;0;1;0;416;44;10000
219;0;1;0;416;44;10000
219;0;1;0;416;44;10000
175;0;1;0;456;44;9000
72;0;1;0;456;44;10000
281;0;1;0;416;44;10000
383;0;0;1;320;44;6500
305;0;1;0;416;44;9700
306;0;1;0;416;44;9700
508;0;1;0;416;44;10000
530;0;1;0;416;44;10000
487;0;1;0;416;44;10000
569;0;1;0;416;44;10000
587;0;1;0;416;44;10000
96;0;0;1;320;44;6500
62;0;1;0;416;44;10000
72;0;1;0;456;44;10000
585;1;0;0;384;45;7500
320;1;0;0;456;45;9000
320;1;0;0;456;45;9000
317;1;0;0;456;45;10000
317;1;0;0;456;45;10000
454;0;0;1;456;45;10000
389;1;0;0;440;45;8000
344;0;0;1;432;45;7000
307;0;1;0;384;45;8000
406;1;0;0;456;45;10000
428;1;0;0;456;45;8000
428;1;0;0;456;45;8000
428;1;0;0;456;45;8000
502;0;0;1;456;45;8000
518;1;0;0;344;45;7000
505;1;0;0;440;45;7000
505;0;1;0;440;45;7000
505;1;0;0;440;45;7000
552;1;0;0;440;45;7000
14;1;0;0;456;45;8000
14;1;0;0;456;45;8000
15;1;0;0;456;45;8000
15;1;0;0;456;45;8000
16;1;0;0;456;45;8000
16;1;0;0;456;45;8000
20;1;0;0;456;45;10000
21;0;1;0;456;45;11000
217;0;1;0;456;45;11000
29;1;0;0;400;45;7700
30;1;0;0;528;45;9300
162;1;0;0;528;45;9300
162;1;0;0;528;45;9300
162;1;0;0;528;45;9300
162;1;0;0;528;45;9300
34;0;1;0;456;45;11000
34;0;1;0;456;45;10500
140;0;0;1;384;45;7000
151;0;0;1;384;45;7000
48;1;0;0;456;45;8000
50;0;0;1;384;45;6000
54;1;0;0;432;45;8000
54;1;0;0;432;45;8000
135;0;0;1;376;45;7800
135;0;0;1;376;45;7800
57;1;0;0;384;45;8800
106;0;0;1;432;45;7500
175;1;0;0;456;45;9000
67;1;0;0;456;45;9000
108;1;0;0;432;45;7000
69;0;1;0;456;45;11000
71;1;0;0;416;45;7000
73;0;1;0;456;45;11000
74;0;1;0;456;45;11000
75;1;0;0;528;45;9000
76;1;0;0;528;45;9000
80;0;1;0;368;45;8000
80;1;0;0;368;45;8000
80;1;0;0;368;45;8000
85;0;0;1;344;45;7000
112;1;0;0;456;45;9000
112;1;0;0;456;45;9000
87;1;0;0;432;45;8000
87;1;0;0;432;45;8000
131;1;0;0;376;45;7800
131;1;0;0;376;45;7800
115;0;0;1;344;45;7000
117;1;0;0;440;45;8000
117;1;0;0;440;45;8000
148;1;0;0;456;45;9000
119;1;0;0;440;45;8000
119;1;0;0;440;45;8000
122;0;0;1;376;45;7200
122;0;0;1;376;45;7200
273;0;0;1;344;45;7000
387;1;0;0;416;45;7000
464;1;0;0;400;45;8000
269;0;0;1;344;45;7000
454;0;1;0;456;45;10000
441;0;1;0;456;45;11000
441;0;1;0;456;45;11000
328;0;1;0;456;45;11000
328;0;1;0;456;45;11000
389;1;0;0;440;45;8000
349;0;0;1;344;45;7000
304;0;0;1;432;45;7000
526;0;1;0;456;45;8000
526;1;0;0;456;45;8000
501;1;0;0;456;45;7000
501;1;0;0;456;45;7000
347;0;0;1;360;45;7000
345;0;0;1;360;45;7000
343;0;0;1;360;45;7000
415;1;0;0;456;45;8000
502;0;0;1;456;45;8000
502;0;0;1;456;45;8000
565;0;0;1;432;45;7000
485;0;1;0;456;45;11000
518;0;0;1;344;45;7000
518;0;0;1;344;45;7000
511;0;1;0;456;45;11000
541;1;0;0;456;45;6000
528;0;1;0;456;45;10000
559;0;1;0;456;45;11000
559;0;1;0;456;45;11000
599;1;0;0;456;45;7000
552;1;0;0;440;45;7000
553;1;0;0;432;45;7000
553;1;0;0;432;45;7000
598;0;1;0;456;45;8000
598;1;0;0;456;45;8000
556;1;0;0;456;45;6000
556;1;0;0;456;45;6000
601;1;0;0;456;45;8000
21;0;1;0;456;45;11000
21;0;1;0;456;45;11000
165;1;0;0;376;45;7700
49;0;0;1;456;45;8000
49;0;0;1;456;45;8000
50;0;0;1;384;45;6000
225;0;0;1;456;45;8000
52;1;0;0;384;45;9000
52;1;0;0;384;45;9000
53;1;0;0;432;45;8000
53;1;0;0;432;45;8000
144;1;0;0;432;45;8000
144;1;0;0;432;45;8000
228;1;0;0;384;45;8800
228;1;0;0;384;45;8800
228;1;0;0;384;45;8800
228;1;0;0;384;45;8800
65;1;0;0;456;45;7500
65;1;0;0;456;45;7500
109;0;0;1;384;45;7000
149;0;0;1;384;45;7000
73;0;1;0;456;45;10000
73;0;1;0;456;45;10000
78;1;0;0;456;45;9000
79;1;0;0;368;45;8000
79;1;0;0;368;45;8000
85;0;0;1;344;45;7000
89;1;0;0;400;45;8000
89;1;0;0;400;45;8000
90;1;0;0;456;45;9000
180;0;1;0;456;45;9000
180;1;0;0;456;45;9000
124;0;0;1;344;45;7000
124;0;0;1;344;45;7000
115;0;0;1;344;45;7000
118;0;0;1;344;45;7000
118;0;0;1;344;45;7000
118;0;0;1;344;45;7000
92;0;0;1;384;45;7700
92;0;0;1;384;45;7700
92;0;0;1;384;45;7700
142;0;0;1;384;45;7700
138;0;0;1;384;45;7000
138;0;0;1;384;45;7000
138;0;0;1;384;45;7000
94;0;0;1;344;45;7000
94;0;0;1;344;45;7000
385;0;0;1;320;46;7000
270;0;0;1;344;46;6500
384;0;0;1;344;46;7000
547;1;0;0;432;46;7200
74;0;1;0;456;46;11000
114;0;0;1;344;46;7000
20;0;1;0;456;46;11000
20;0;1;0;456;46;10000
423;1;0;0;528;47;7500
342;1;0;0;528;47;9000
278;0;0;1;344;47;6500
409;1;0;0;456;47;8000
56;0;1;0;456;47;11000
111;0;0;1;320;47;7000
400;0;0;1;320;47;7000
449;0;1;0;456;47;11000
449;0;1;0;456;47;11000
335;0;1;0;456;47;11000
334;0;1;0;456;47;11000
532;0;0;1;320;47;7000
532;0;0;1;320;47;7000
532;0;0;1;320;47;7000
591;0;1;0;456;47;11000
56;0;1;0;456;47;11000
273;0;0;1;344;48;7000
433;1;0;0;432;48;8000
284;0;0;1;376;48;7800
378;0;0;1;376;48;7700
378;1;0;0;376;48;7700
395;0;1;0;456;48;10500
353;0;0;1;320;48;7000
343;0;0;1;360;48;7000
399;0;0;1;376;48;7700
399;1;0;0;376;48;7700
399;0;0;1;376;48;7700
404;1;0;0;528;48;8500
425;0;0;1;376;48;7700
472;0;0;1;376;48;7700
473;0;0;1;376;48;7700
554;0;0;1;376;48;7800
29;1;0;0;400;48;7700
165;0;0;1;376;48;7700
165;1;0;0;376;48;7700
82;0;1;0;456;48;11000
82;0;1;0;456;48;11000
82;0;1;0;456;48;10500
0;0;0;1;344;48;7000
84;0;0;1;320;48;7000
130;0;0;1;376;48;7800
130;0;0;1;376;48;7800
131;0;0;1;376;48;7800
131;0;0;1;376;48;7800
92;0;0;1;384;48;7700
463;1;0;0;400;48;7700
463;1;0;0;400;48;7700
343;0;0;1;360;48;7000
399;1;0;0;376;48;7000
491;0;1;0;456;48;10500
491;0;1;0;456;48;10500
131;0;0;1;376;48;7800
131;0;0;1;376;48;7800
470;0;0;1;384;49;7000
358;0;0;1;344;49;6500
358;0;0;1;344;49;6500
551;0;0;1;384;49;7000
109;0;0;1;384;49;7000
85;0;0;1;344;49;7000
236;0;0;1;344;49;6500
310;1;0;0;456;49;8000
416;0;0;1;344;49;6000
416;0;0;1;344;49;6000
272;0;0;1;344;50;7000
398;0;0;1;344;50;7000
283;0;0;1;344;50;7000
289;0;0;1;344;50;7000
296;1;0;0;440;50;8000
337;1;0;0;432;50;8000
352;0;0;1;344;50;7700
466;1;0;0;440;50;7000
523;0;0;1;344;50;7000
523;0;0;1;344;50;7000
523;0;0;1;344;50;7000
547;0;0;1;432;50;7200
547;0;0;1;432;50;7200
97;1;0;0;456;50;9500
97;1;0;0;456;50;9500
98;1;0;0;456;50;9500
98;1;0;0;456;50;9500
99;1;0;0;456;50;9500
99;1;0;0;456;50;9500
231;1;0;0;456;50;9500
125;1;0;0;528;50;7500
144;1;0;0;432;50;8000
169;0;1;0;416;50;7500
169;1;0;0;416;50;7500
65;1;0;0;456;50;7500
83;0;0;1;344;50;7000
123;0;0;1;344;50;7000
223;1;0;0;320;50;7000
271;0;0;1;376;50;8600
271;0;0;1;376;50;8600
461;0;0;1;400;50;9500
275;0;0;1;344;50;7000
455;1;0;0;432;50;8000
534;1;0;0;440;50;8500
469;1;0;0;432;50;8000
382;1;0;0;456;50;7500
303;0;0;1;344;50;7000
303;0;0;1;344;50;7000
279;1;0;0;440;50;7000
291;0;0;1;376;50;8600
337;1;0;0;432;50;8000
347;0;0;1;360;50;7000
347;0;0;1;360;50;7000
345;0;0;1;360;50;7000
345;0;0;1;360;50;7000
351;0;0;1;376;50;8600
357;0;0;1;376;50;8600
391;0;0;1;376;50;8600
531;0;0;1;344;50;7000
513;0;0;1;376;50;8600
513;0;0;1;376;50;8600
547;1;0;0;432;50;7200
578;1;0;0;432;50;8000
605;1;0;0;432;50;8000
32;1;0;0;440;50;7000
32;1;0;0;440;50;7000
32;1;0;0;440;50;7000
221;1;0;0;440;50;7000
36;0;0;1;376;50;8600
36;0;0;1;376;50;8600
143;0;0;1;376;50;8600
55;0;0;1;376;50;8600
55;0;0;1;376;50;8600
153;0;0;1;376;50;8600
153;0;0;1;376;50;8600
59;1;0;0;528;50;8500
87;1;0;0;432;50;8000
88;1;0;0;400;50;9500
88;1;0;0;400;50;9500
88;0;0;1;400;50;9500
229;1;0;0;528;50;8500
123;0;0;1;344;50;7000
393;1;0;0;368;51;8000
394;1;0;0;368;51;8000
457;0;0;1;432;51;8000
338;0;0;1;440;51;8000
338;0;0;1;440;51;8000
371;1;0;0;456;51;8000
374;0;0;1;432;51;8000
374;0;0;1;432;51;8000
403;1;0;0;384;51;8800
427;1;0;0;456;51;7000
427;1;0;0;456;51;7000
427;1;0;0;456;51;7000
427;1;0;0;456;51;7000
486;1;0;0;456;51;7000
550;1;0;0;456;51;8000
579;0;0;1;432;51;8000
86;0;0;1;432;51;8000
115;0;0;1;344;51;7000
123;0;0;1;344;51;7000
386;0;0;1;368;51;8000
397;1;0;0;528;51;8000
436;1;0;0;440;51;8000
338;1;0;0;440;51;8000
338;1;0;0;440;51;8000
490;1;0;0;528;51;8000
53;1;0;0;432;51;8000
119;1;0;0;440;51;8000
392;1;0;0;456;52;9000
277;0;0;1;384;52;7000
371;0;0;1;456;52;8000
459;0;0;1;384;52;7000
459;0;1;0;384;52;7000
550;0;0;1;456;52;8000
550;0;0;1;456;52;6500
49;0;0;1;456;52;8000
93;0;0;1;344;52;7000
459;0;0;1;384;52;7000
393;0;1;0;368;53;8000
274;0;0;1;376;53;7200
436;0;0;1;440;53;8000
410;1;0;0;432;53;8000
79;0;1;0;368;53;8000
79;1;0;0;368;53;8000
80;1;0;0;368;53;8000
390;1;0;0;528;54;8500
